Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,complete,euclidean,1,,,,1.46
CC General,2,complete,manhattan,1,,,,1.38
CC General,2,complete,cosine,53,0.07,2968.72,4.94,2.19
CC General,2,complete,chebyshev,1,,,,2.28
CC General,2,complete,minkowski,1,,,,4.51
CC General,2,complete,mahalanobis,4047,0.39,391215.42,0.26,8.73
COVID-19,2,complete,euclidean,12,0.6,1359.31,0.51,0.0
COVID-19,2,complete,manhattan,15,0.54,1505.93,0.52,0.01
COVID-19,2,complete,cosine,29,0.4,1034.25,0.93,0.01
COVID-19,2,complete,chebyshev,12,0.56,1462.97,0.53,0.01
COVID-19,2,complete,minkowski,12,0.6,1359.31,0.51,0.02
COVID-19,2,complete,mahalanobis,194,0.15,123143.08,0.08,0.06
Credit Card,2,complete,euclidean,4,0.61,1719.74,0.44,0.02
Credit Card,2,complete,manhattan,5,0.78,6560.13,0.35,0.02
Credit Card,2,complete,cosine,25,0.48,2566.53,1.15,0.02
Credit Card,2,complete,chebyshev,4,0.8,5512.87,0.29,0.02
Credit Card,2,complete,minkowski,4,0.61,1719.74,0.44,0.06
Credit Card,2,complete,mahalanobis,334,0.38,355833.63,0.24,0.16
Mall Customer,2,complete,euclidean,5,0.85,6564.5,0.3,0.0
Mall Customer,2,complete,manhattan,5,0.85,6564.5,0.3,0.0
Mall Customer,2,complete,cosine,12,0.77,9438.85,0.43,0.0
Mall Customer,2,complete,chebyshev,5,0.85,6564.5,0.3,0.0
Mall Customer,2,complete,minkowski,5,0.85,6564.5,0.3,0.02
Mall Customer,2,complete,mahalanobis,74,0.68,1279676.35,0.15,0.04
Sales Transactions,2,complete,euclidean,3,0.61,1670.77,0.53,0.02
Sales Transactions,2,complete,manhattan,4,0.59,2142.59,0.56,0.02
Sales Transactions,2,complete,cosine,41,0.36,3724.35,0.98,0.03
Sales Transactions,2,complete,chebyshev,3,0.34,420.72,0.9,0.03
Sales Transactions,2,complete,minkowski,3,0.61,1670.77,0.53,0.08
Sales Transactions,2,complete,mahalanobis,635,0.2,140225.45,0.14,0.25
Wholesale,2,complete,euclidean,6,0.54,1022.9,0.61,0.01
Wholesale,2,complete,manhattan,12,0.43,1203.06,0.79,0.01
Wholesale,2,complete,cosine,42,0.2,357.72,1.61,0.01
Wholesale,2,complete,chebyshev,7,0.47,891.14,0.66,0.01
Wholesale,2,complete,minkowski,6,0.54,1022.9,0.61,0.03
Wholesale,2,complete,mahalanobis,408,0.09,118926.75,0.05,0.12
