Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,average,euclidean,1,,,,1.36
CC General,2,average,manhattan,1,,,,1.34
CC General,2,average,cosine,22,0.27,6025.35,2.27,2.01
CC General,2,average,chebyshev,1,,,,2.15
CC General,2,average,minkowski,1,,,,4.32
CC General,2,average,mahalanobis,2279,0.43,97392.44,0.35,7.97
COVID-19,2,average,euclidean,4,0.68,888.07,0.47,0.0
COVID-19,2,average,manhattan,4,0.68,849.85,0.48,0.0
COVID-19,2,average,cosine,15,0.53,1208.5,0.65,0.0
COVID-19,2,average,chebyshev,3,0.65,485.78,0.47,0.0
COVID-19,2,average,minkowski,4,0.68,888.07,0.47,0.01
COVID-19,2,average,mahalanobis,161,0.25,32763.04,0.14,0.05
Credit Card,2,average,euclidean,1,,,,0.01
Credit Card,2,average,manhattan,1,,,,0.01
Credit Card,2,average,cosine,13,0.63,3054.81,0.63,0.02
Credit Card,2,average,chebyshev,1,,,,0.01
Credit Card,2,average,minkowski,1,,,,0.03
Credit Card,2,average,mahalanobis,201,0.45,89226.12,0.3,0.08
Mall Customer,2,average,euclidean,3,0.79,853.59,0.31,0.0
Mall Customer,2,average,manhattan,3,0.79,853.59,0.31,0.0
Mall Customer,2,average,cosine,10,0.8,1749.25,0.32,0.0
Mall Customer,2,average,chebyshev,2,0.74,316.82,0.29,0.0
Mall Customer,2,average,minkowski,3,0.79,853.59,0.31,0.01
Mall Customer,2,average,mahalanobis,52,0.73,176765.48,0.22,0.03
Sales Transactions,2,average,euclidean,1,,,,0.01
Sales Transactions,2,average,manhattan,1,,,,0.01
Sales Transactions,2,average,cosine,18,0.46,3347.04,0.67,0.02
Sales Transactions,2,average,chebyshev,1,,,,0.02
Sales Transactions,2,average,minkowski,1,,,,0.04
Sales Transactions,2,average,mahalanobis,457,0.33,42699.47,0.24,0.16
Wholesale,2,average,euclidean,1,,,,0.0
Wholesale,2,average,manhattan,2,0.46,325.96,0.83,0.01
Wholesale,2,average,cosine,22,0.31,451.19,1.15,0.01
Wholesale,2,average,chebyshev,1,,,,0.01
Wholesale,2,average,minkowski,1,,,,0.02
Wholesale,2,average,mahalanobis,347,0.19,25891.73,0.13,0.08
