Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,4,single,euclidean,1,,,,0.32
CC General,4,single,manhattan,1,,,,0.28
CC General,4,single,cosine,42,-0.52,0.33,2.27,1.63
CC General,4,single,chebyshev,1,,,,1.68
CC General,4,single,minkowski,1,,,,3.12
CC General,4,single,mahalanobis,4763,0.19,2962.85,0.14,7.0
COVID-19,4,single,euclidean,1,,,,0.0
COVID-19,4,single,manhattan,1,,,,0.0
COVID-19,4,single,cosine,36,0.15,45.24,0.54,0.01
COVID-19,4,single,chebyshev,1,,,,0.0
COVID-19,4,single,minkowski,1,,,,0.01
COVID-19,4,single,mahalanobis,217,0.05,55440.49,0.02,0.04
Credit Card,4,single,euclidean,1,,,,0.0
Credit Card,4,single,manhattan,1,,,,0.0
Credit Card,4,single,cosine,10,0.54,761.13,0.45,0.01
Credit Card,4,single,chebyshev,1,,,,0.01
Credit Card,4,single,minkowski,1,,,,0.02
Credit Card,4,single,mahalanobis,461,0.25,32010.04,0.13,0.12
Mall Customer,4,single,euclidean,3,0.48,93.85,1.06,0.0
Mall Customer,4,single,manhattan,4,0.27,62.73,1.07,0.0
Mall Customer,4,single,cosine,9,0.55,417.46,0.32,0.0
Mall Customer,4,single,chebyshev,3,0.48,93.85,1.06,0.0
Mall Customer,4,single,minkowski,3,0.48,93.85,1.06,0.01
Mall Customer,4,single,mahalanobis,135,0.36,67111.31,0.09,0.04
Sales Transactions,4,single,euclidean,1,,,,0.0
Sales Transactions,4,single,manhattan,1,,,,0.0
Sales Transactions,4,single,cosine,13,-0.5,2.25,1.41,0.02
Sales Transactions,4,single,chebyshev,1,,,,0.01
Sales Transactions,4,single,minkowski,1,,,,0.03
Sales Transactions,4,single,mahalanobis,788,0.02,20672.87,0.03,0.18
Wholesale,4,single,euclidean,1,,,,0.0
Wholesale,4,single,manhattan,1,,,,0.0
Wholesale,4,single,cosine,34,-0.21,20.12,1.31,0.01
Wholesale,4,single,chebyshev,1,,,,0.0
Wholesale,4,single,minkowski,1,,,,0.01
Wholesale,4,single,mahalanobis,423,0.05,43547.4,0.02,0.09
