Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,4,complete,euclidean,1,,,,1.61
CC General,4,complete,manhattan,1,,,,1.55
CC General,4,complete,cosine,545,0.32,2703.43,0.98,2.59
CC General,4,complete,chebyshev,1,,,,2.58
CC General,4,complete,minkowski,1,,,,4.97
CC General,4,complete,mahalanobis,5437,0.3,143945.66,0.16,9.94
COVID-19,4,complete,euclidean,21,0.48,285.91,0.7,0.01
COVID-19,4,complete,manhattan,34,0.45,297.77,0.7,0.01
COVID-19,4,complete,cosine,74,0.38,318.43,0.5,0.02
COVID-19,4,complete,chebyshev,16,0.45,259.08,0.79,0.01
COVID-19,4,complete,minkowski,21,0.48,285.91,0.7,0.02
COVID-19,4,complete,mahalanobis,217,0.05,55440.49,0.02,0.07
Credit Card,4,complete,euclidean,3,0.44,272.18,0.62,0.02
Credit Card,4,complete,manhattan,6,0.65,1246.46,0.56,0.01
Credit Card,4,complete,cosine,54,0.49,3210.58,0.67,0.02
Credit Card,4,complete,chebyshev,2,0.4,181.31,1.6,0.02
Credit Card,4,complete,minkowski,3,0.44,272.18,0.62,0.06
Credit Card,4,complete,mahalanobis,486,0.27,90894.58,0.14,0.17
Mall Customer,4,complete,euclidean,11,0.65,1076.02,0.4,0.0
Mall Customer,4,complete,manhattan,13,0.64,1277.36,0.4,0.0
Mall Customer,4,complete,cosine,22,0.53,1240.12,0.46,0.0
Mall Customer,4,complete,chebyshev,10,0.65,1108.22,0.43,0.0
Mall Customer,4,complete,minkowski,11,0.65,1076.02,0.4,0.02
Mall Customer,4,complete,mahalanobis,146,0.31,135603.59,0.1,0.05
Sales Transactions,4,complete,euclidean,3,0.25,209.96,1.6,0.02
Sales Transactions,4,complete,manhattan,12,0.36,511.72,0.91,0.02
Sales Transactions,4,complete,cosine,191,0.27,372.9,0.84,0.05
Sales Transactions,4,complete,chebyshev,2,0.2,109.21,1.05,0.03
Sales Transactions,4,complete,minkowski,3,0.25,209.96,1.6,0.08
Sales Transactions,4,complete,mahalanobis,793,0.02,34958.67,0.03,0.27
Wholesale,4,complete,euclidean,7,0.46,390.08,0.66,0.01
Wholesale,4,complete,manhattan,18,0.44,506.79,0.76,0.01
Wholesale,4,complete,cosine,109,0.35,423.39,0.61,0.02
Wholesale,4,complete,chebyshev,5,0.44,289.74,0.86,0.01
Wholesale,4,complete,minkowski,7,0.46,390.08,0.66,0.04
Wholesale,4,complete,mahalanobis,423,0.05,43547.4,0.02,0.12
