Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
Wholesale,2,ward,euclidean,18,0.45,1533.65,0.74,0.01
Wholesale,2,average,euclidean,3,0.58,790.56,0.56,0.01
Wholesale,2,average,manhattan,5,0.55,1104.52,0.64,0.01
Wholesale,2,average,cosine,31,0.25,382.7,1.35,0.01
Wholesale,2,average,chebyshev,3,0.58,790.56,0.56,0.01
Wholesale,2,average,minkowski,3,0.58,790.56,0.56,0.03
Wholesale,2,average,mahalanobis,406,0.09,99926.97,0.05,0.11
Wholesale,2,complete,euclidean,6,0.54,1022.9,0.61,0.01
Wholesale,2,complete,manhattan,12,0.43,1203.06,0.79,0.01
Wholesale,2,complete,cosine,42,0.2,357.72,1.61,0.01
Wholesale,2,complete,chebyshev,7,0.47,891.14,0.66,0.01
Wholesale,2,complete,minkowski,6,0.54,1022.9,0.61,0.03
Wholesale,2,complete,mahalanobis,408,0.09,118926.75,0.05,0.12
Wholesale,2,single,euclidean,1,,,,0.0
Wholesale,2,single,manhattan,1,,,,0.0
Wholesale,2,single,cosine,6,-0.13,67.74,1.23,0.01
Wholesale,2,single,chebyshev,1,,,,0.0
Wholesale,2,single,minkowski,1,,,,0.01
Wholesale,2,single,mahalanobis,402,0.09,53058.88,0.05,0.08
Wholesale,3,ward,euclidean,33,0.4,729.8,0.74,0.01
Wholesale,3,average,euclidean,6,0.47,478.99,0.71,0.01
Wholesale,3,average,manhattan,14,0.42,473.42,0.66,0.01
Wholesale,3,average,cosine,92,0.35,444.24,0.64,0.02
Wholesale,3,average,chebyshev,6,0.48,520.6,0.69,0.01
Wholesale,3,average,minkowski,6,0.47,478.99,0.71,0.03
Wholesale,3,average,mahalanobis,431,0.03,114953.32,0.01,0.12
Wholesale,3,complete,euclidean,16,0.41,570.84,0.79,0.01
Wholesale,3,complete,manhattan,32,0.42,643.33,0.73,0.01
Wholesale,3,complete,cosine,115,0.3,479.28,0.77,0.03
Wholesale,3,complete,chebyshev,14,0.4,549.13,0.8,0.01
Wholesale,3,complete,minkowski,16,0.41,570.84,0.79,0.03
Wholesale,3,complete,mahalanobis,431,0.03,114953.32,0.01,0.13
Wholesale,3,single,euclidean,1,,,,0.0
Wholesale,3,single,manhattan,1,,,,0.0
Wholesale,3,single,cosine,34,-0.28,17.06,1.32,0.01
Wholesale,3,single,chebyshev,1,,,,0.0
Wholesale,3,single,minkowski,1,,,,0.01
Wholesale,3,single,mahalanobis,430,0.03,76369.88,0.01,0.09
Wholesale,4,ward,euclidean,40,0.42,646.67,0.76,0.01
Wholesale,4,average,euclidean,10,0.48,443.5,0.73,0.01
Wholesale,4,average,manhattan,25,0.43,494.74,0.69,0.01
Wholesale,4,average,cosine,129,0.36,341.25,0.48,0.02
Wholesale,4,average,chebyshev,7,0.43,361.88,0.8,0.01
Wholesale,4,average,minkowski,10,0.48,443.5,0.73,0.03
Wholesale,4,average,mahalanobis,434,0.02,161532.0,0.01,0.12
Wholesale,4,complete,euclidean,23,0.44,529.21,0.74,0.01
Wholesale,4,complete,manhattan,51,0.42,600.35,0.76,0.02
Wholesale,4,complete,cosine,152,0.32,471.33,0.56,0.03
Wholesale,4,complete,chebyshev,18,0.39,462.72,0.79,0.01
Wholesale,4,complete,minkowski,23,0.44,529.21,0.74,0.04
Wholesale,4,complete,mahalanobis,434,0.02,161532.0,0.01,0.14
Wholesale,4,single,euclidean,1,,,,0.0
Wholesale,4,single,manhattan,1,,,,0.0
Wholesale,4,single,cosine,67,-0.15,13.74,0.91,0.02
Wholesale,4,single,chebyshev,1,,,,0.0
Wholesale,4,single,minkowski,1,,,,0.01
Wholesale,4,single,mahalanobis,433,0.02,81215.41,0.01,0.09
