Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
Sales Transactions,2,ward,euclidean,8,0.53,3242.12,0.54,0.03
Sales Transactions,2,average,euclidean,1,,,,0.01
Sales Transactions,2,average,manhattan,1,,,,0.01
Sales Transactions,2,average,cosine,18,0.46,3347.04,0.67,0.02
Sales Transactions,2,average,chebyshev,1,,,,0.02
Sales Transactions,2,average,minkowski,1,,,,0.04
Sales Transactions,2,average,mahalanobis,457,0.33,42699.47,0.24,0.16
Sales Transactions,2,complete,euclidean,1,,,,0.01
Sales Transactions,2,complete,manhattan,2,0.44,520.8,0.77,0.02
Sales Transactions,2,complete,cosine,31,0.36,2866.61,0.88,0.02
Sales Transactions,2,complete,chebyshev,1,,,,0.02
Sales Transactions,2,complete,minkowski,1,,,,0.04
Sales Transactions,2,complete,mahalanobis,484,0.31,52150.24,0.26,0.13
Sales Transactions,2,single,euclidean,1,,,,0.0
Sales Transactions,2,single,manhattan,1,,,,0.0
Sales Transactions,2,single,cosine,1,,,,0.01
Sales Transactions,2,single,chebyshev,1,,,,0.01
Sales Transactions,2,single,minkowski,1,,,,0.02
Sales Transactions,2,single,mahalanobis,377,0.18,592.91,0.25,0.11
Sales Transactions,3,ward,euclidean,11,0.45,1394.4,0.72,0.02
Sales Transactions,3,average,euclidean,1,,,,0.01
Sales Transactions,3,average,manhattan,1,,,,0.01
Sales Transactions,3,average,cosine,55,0.32,693.6,0.81,0.03
Sales Transactions,3,average,chebyshev,1,,,,0.02
Sales Transactions,3,average,minkowski,1,,,,0.04
Sales Transactions,3,average,mahalanobis,724,0.11,33387.19,0.08,0.18
Sales Transactions,3,complete,euclidean,1,,,,0.01
Sales Transactions,3,complete,manhattan,4,0.52,923.03,0.65,0.02
Sales Transactions,3,complete,cosine,94,0.32,856.09,0.85,0.03
Sales Transactions,3,complete,chebyshev,1,,,,0.02
Sales Transactions,3,complete,minkowski,1,,,,0.04
Sales Transactions,3,complete,mahalanobis,728,0.11,36521.85,0.08,0.18
Sales Transactions,3,single,euclidean,1,,,,0.0
Sales Transactions,3,single,manhattan,1,,,,0.0
Sales Transactions,3,single,cosine,4,-0.42,0.26,2.07,0.01
Sales Transactions,3,single,chebyshev,1,,,,0.01
Sales Transactions,3,single,minkowski,1,,,,0.03
Sales Transactions,3,single,mahalanobis,711,0.11,17764.48,0.08,0.17
Sales Transactions,4,ward,euclidean,19,0.38,562.13,0.86,0.02
Sales Transactions,4,average,euclidean,1,,,,0.01
Sales Transactions,4,average,manhattan,3,0.35,288.37,1.25,0.02
Sales Transactions,4,average,cosine,127,0.28,331.85,0.8,0.04
Sales Transactions,4,average,chebyshev,1,,,,0.02
Sales Transactions,4,average,minkowski,1,,,,0.04
Sales Transactions,4,average,mahalanobis,793,0.02,34802.48,0.03,0.2
Sales Transactions,4,complete,euclidean,3,0.25,209.96,1.6,0.02
Sales Transactions,4,complete,manhattan,12,0.36,511.72,0.91,0.02
Sales Transactions,4,complete,cosine,191,0.27,372.9,0.84,0.05
Sales Transactions,4,complete,chebyshev,2,0.2,109.21,1.05,0.03
Sales Transactions,4,complete,minkowski,3,0.25,209.96,1.6,0.08
Sales Transactions,4,complete,mahalanobis,793,0.02,34958.67,0.03,0.27
Sales Transactions,4,single,euclidean,1,,,,0.0
Sales Transactions,4,single,manhattan,1,,,,0.0
Sales Transactions,4,single,cosine,13,-0.5,2.25,1.41,0.02
Sales Transactions,4,single,chebyshev,1,,,,0.01
Sales Transactions,4,single,minkowski,1,,,,0.03
Sales Transactions,4,single,mahalanobis,788,0.02,20672.87,0.03,0.18
