Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
COVID-19,2,ward,euclidean,8,0.6,1244.86,0.53,0.0
COVID-19,2,average,euclidean,3,0.65,485.78,0.47,0.0
COVID-19,2,average,manhattan,3,0.65,485.78,0.47,0.0
COVID-19,2,average,cosine,14,0.51,790.21,0.65,0.0
COVID-19,2,average,chebyshev,2,0.44,128.2,0.68,0.0
COVID-19,2,average,minkowski,3,0.65,485.78,0.47,0.01
COVID-19,2,average,mahalanobis,139,0.33,21449.76,0.2,0.05
COVID-19,2,complete,euclidean,4,0.67,805.9,0.46,0.0
COVID-19,2,complete,manhattan,6,0.63,1021.96,0.46,0.0
COVID-19,2,complete,cosine,17,0.49,1248.91,0.71,0.01
COVID-19,2,complete,chebyshev,4,0.68,877.19,0.47,0.01
COVID-19,2,complete,minkowski,4,0.67,805.9,0.46,0.02
COVID-19,2,complete,mahalanobis,142,0.32,22576.45,0.2,0.06
COVID-19,2,single,euclidean,1,,,,0.0
COVID-19,2,single,manhattan,1,,,,0.0
COVID-19,2,single,cosine,2,0.55,196.7,0.69,0.0
COVID-19,2,single,chebyshev,1,,,,0.0
COVID-19,2,single,minkowski,1,,,,0.01
COVID-19,2,single,mahalanobis,119,0.33,1980.47,0.17,0.03
COVID-19,3,ward,euclidean,14,0.46,517.48,0.75,0.01
COVID-19,3,average,euclidean,4,0.54,265.7,0.62,0.0
COVID-19,3,average,manhattan,6,0.52,360.38,0.65,0.01
COVID-19,3,average,cosine,35,0.41,326.8,0.54,0.01
COVID-19,3,average,chebyshev,3,0.38,109.03,0.91,0.0
COVID-19,3,average,minkowski,4,0.54,265.7,0.62,0.02
COVID-19,3,average,mahalanobis,202,0.13,19554.71,0.06,0.06
COVID-19,3,complete,euclidean,7,0.53,388.05,0.72,0.0
COVID-19,3,complete,manhattan,11,0.44,374.48,0.85,0.0
COVID-19,3,complete,cosine,53,0.43,400.06,0.59,0.01
COVID-19,3,complete,chebyshev,7,0.54,424.12,0.67,0.0
COVID-19,3,complete,minkowski,7,0.53,388.05,0.72,0.02
COVID-19,3,complete,mahalanobis,203,0.12,20843.94,0.06,0.06
COVID-19,3,single,euclidean,1,,,,0.0
COVID-19,3,single,manhattan,1,,,,0.0
COVID-19,3,single,cosine,14,-0.03,25.74,0.96,0.0
COVID-19,3,single,chebyshev,1,,,,0.0
COVID-19,3,single,minkowski,1,,,,0.01
COVID-19,3,single,mahalanobis,199,0.13,10824.31,0.06,0.04
COVID-19,4,ward,euclidean,21,0.46,302.3,0.74,0.01
COVID-19,4,average,euclidean,6,0.51,205.36,0.75,0.0
COVID-19,4,average,manhattan,11,0.43,203.79,0.78,0.0
COVID-19,4,average,cosine,52,0.43,238.01,0.46,0.01
COVID-19,4,average,chebyshev,4,0.4,104.18,1.02,0.0
COVID-19,4,average,minkowski,6,0.51,205.36,0.75,0.02
COVID-19,4,average,mahalanobis,212,0.08,25757.13,0.04,0.06
COVID-19,4,complete,euclidean,12,0.44,218.73,0.79,0.0
COVID-19,4,complete,manhattan,21,0.47,279.45,0.73,0.0
COVID-19,4,complete,cosine,64,0.4,328.7,0.54,0.01
COVID-19,4,complete,chebyshev,10,0.47,251.26,0.77,0.01
COVID-19,4,complete,minkowski,12,0.44,218.73,0.79,0.02
COVID-19,4,complete,mahalanobis,212,0.08,25757.13,0.04,0.06
COVID-19,4,single,euclidean,1,,,,0.0
COVID-19,4,single,manhattan,1,,,,0.0
COVID-19,4,single,cosine,22,0.12,49.37,0.61,0.01
COVID-19,4,single,chebyshev,1,,,,0.0
COVID-19,4,single,minkowski,1,,,,0.01
COVID-19,4,single,mahalanobis,209,0.09,15620.29,0.04,0.04
