Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
Mall Customer,2,ward,euclidean,5,0.85,5787.84,0.3,0.0
Mall Customer,2,average,euclidean,2,0.68,210.4,0.35,0.0
Mall Customer,2,average,manhattan,3,0.84,1079.17,0.25,0.0
Mall Customer,2,average,cosine,8,0.72,306.31,0.4,0.0
Mall Customer,2,average,chebyshev,2,0.68,210.4,0.35,0.0
Mall Customer,2,average,minkowski,2,0.68,210.4,0.35,0.01
Mall Customer,2,average,mahalanobis,41,0.76,135015.53,0.29,0.03
Mall Customer,2,complete,euclidean,3,0.62,344.32,0.45,0.0
Mall Customer,2,complete,manhattan,4,0.86,3691.75,0.29,0.0
Mall Customer,2,complete,cosine,11,0.74,346.12,0.37,0.0
Mall Customer,2,complete,chebyshev,3,0.62,344.32,0.45,0.0
Mall Customer,2,complete,minkowski,3,0.62,344.32,0.45,0.01
Mall Customer,2,complete,mahalanobis,43,0.76,153219.92,0.29,0.03
Mall Customer,2,single,euclidean,1,,,,0.0
Mall Customer,2,single,manhattan,1,,,,0.0
Mall Customer,2,single,cosine,5,0.57,253.2,0.6,0.0
Mall Customer,2,single,chebyshev,1,,,,0.0
Mall Customer,2,single,minkowski,1,,,,0.01
Mall Customer,2,single,mahalanobis,25,0.73,3311.94,0.25,0.02
Mall Customer,3,ward,euclidean,9,0.68,1931.6,0.44,0.0
Mall Customer,3,average,euclidean,3,0.61,243.91,0.45,0.0
Mall Customer,3,average,manhattan,4,0.69,536.19,0.44,0.0
Mall Customer,3,average,cosine,10,0.69,1018.32,0.29,0.0
Mall Customer,3,average,chebyshev,3,0.61,243.91,0.45,0.0
Mall Customer,3,average,minkowski,3,0.61,243.91,0.45,0.01
Mall Customer,3,average,mahalanobis,80,0.58,41437.75,0.24,0.04
Mall Customer,3,complete,euclidean,5,0.74,1265.19,0.38,0.0
Mall Customer,3,complete,manhattan,5,0.71,899.35,0.37,0.0
Mall Customer,3,complete,cosine,14,0.64,1279.0,0.35,0.01
Mall Customer,3,complete,chebyshev,5,0.74,1319.82,0.38,0.0
Mall Customer,3,complete,minkowski,5,0.74,1265.19,0.38,0.01
Mall Customer,3,complete,mahalanobis,83,0.57,45265.22,0.24,0.04
Mall Customer,3,single,euclidean,1,,,,0.0
Mall Customer,3,single,manhattan,1,,,,0.0
Mall Customer,3,single,cosine,5,0.56,435.97,0.44,0.0
Mall Customer,3,single,chebyshev,1,,,,0.0
Mall Customer,3,single,minkowski,1,,,,0.0
Mall Customer,3,single,mahalanobis,59,0.54,1376.21,0.23,0.02
Mall Customer,4,ward,euclidean,13,0.63,1520.17,0.53,0.01
Mall Customer,4,average,euclidean,5,0.78,652.91,0.33,0.0
Mall Customer,4,average,manhattan,6,0.72,577.96,0.55,0.0
Mall Customer,4,average,cosine,14,0.64,990.73,0.34,0.0
Mall Customer,4,average,chebyshev,5,0.78,689.31,0.32,0.0
Mall Customer,4,average,minkowski,5,0.78,652.91,0.33,0.02
Mall Customer,4,average,mahalanobis,124,0.42,49371.27,0.12,0.04
Mall Customer,4,complete,euclidean,6,0.75,851.59,0.34,0.0
Mall Customer,4,complete,manhattan,8,0.72,805.26,0.53,0.0
Mall Customer,4,complete,cosine,21,0.59,1549.46,0.41,0.01
Mall Customer,4,complete,chebyshev,6,0.75,851.59,0.34,0.0
Mall Customer,4,complete,minkowski,6,0.75,851.59,0.34,0.02
Mall Customer,4,complete,mahalanobis,127,0.4,55173.49,0.12,0.05
Mall Customer,4,single,euclidean,3,0.47,90.59,1.09,0.0
Mall Customer,4,single,manhattan,3,0.47,90.59,1.09,0.0
Mall Customer,4,single,cosine,9,0.55,409.97,0.32,0.0
Mall Customer,4,single,chebyshev,2,0.34,58.93,1.69,0.0
Mall Customer,4,single,minkowski,3,0.47,90.59,1.09,0.01
Mall Customer,4,single,mahalanobis,118,0.41,22092.45,0.13,0.04
