Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,ward,euclidean,3,0.52,9873.92,0.77,2.36
CC General,2,average,euclidean,1,,,,1.38
CC General,2,average,manhattan,1,,,,1.34
CC General,2,average,cosine,17,0.29,7101.3,1.7,1.98
CC General,2,average,chebyshev,1,,,,2.11
CC General,2,average,minkowski,1,,,,4.24
CC General,2,average,mahalanobis,1547,0.45,63602.32,0.43,7.63
CC General,2,complete,euclidean,1,,,,1.51
CC General,2,complete,manhattan,1,,,,1.38
CC General,2,complete,cosine,33,0.21,4351.21,3.26,2.17
CC General,2,complete,chebyshev,1,,,,2.24
CC General,2,complete,minkowski,1,,,,4.53
CC General,2,complete,mahalanobis,1980,0.44,107676.76,0.47,8.12
CC General,2,single,euclidean,1,,,,0.34
CC General,2,single,manhattan,1,,,,0.28
CC General,2,single,cosine,1,,,,0.77
CC General,2,single,chebyshev,1,,,,1.49
CC General,2,single,minkowski,1,,,,2.95
CC General,2,single,mahalanobis,707,-0.19,249.44,0.48,5.54
CC General,3,ward,euclidean,4,0.53,9187.47,0.72,2.37
CC General,3,average,euclidean,1,,,,1.44
CC General,3,average,manhattan,1,,,,1.38
CC General,3,average,cosine,85,0.34,3763.14,1.28,2.22
CC General,3,average,chebyshev,1,,,,2.33
CC General,3,average,minkowski,1,,,,4.61
CC General,3,average,mahalanobis,3603,0.39,43469.08,0.25,8.75
CC General,3,complete,euclidean,1,,,,1.57
CC General,3,complete,manhattan,1,,,,1.45
CC General,3,complete,cosine,197,0.27,3139.35,1.67,2.4
CC General,3,complete,chebyshev,1,,,,2.45
CC General,3,complete,minkowski,1,,,,4.71
CC General,3,complete,mahalanobis,3897,0.38,68193.37,0.27,8.99
CC General,3,single,euclidean,1,,,,0.34
CC General,3,single,manhattan,1,,,,0.28
CC General,3,single,cosine,2,-0.25,0.27,4.42,1.59
CC General,3,single,chebyshev,1,,,,1.59
CC General,3,single,minkowski,1,,,,3.03
CC General,3,single,mahalanobis,2900,0.05,618.31,0.28,6.25
CC General,4,ward,euclidean,5,0.47,5492.03,0.88,2.46
CC General,4,average,euclidean,1,,,,1.49
CC General,4,average,manhattan,1,,,,1.5
CC General,4,average,cosine,230,0.33,2077.62,0.88,2.37
CC General,4,average,chebyshev,1,,,,2.53
CC General,4,average,minkowski,1,,,,4.76
CC General,4,average,mahalanobis,4536,0.35,44647.21,0.17,9.4
CC General,4,complete,euclidean,1,,,,1.61
CC General,4,complete,manhattan,1,,,,1.55
CC General,4,complete,cosine,411,0.32,2950.95,0.98,2.53
CC General,4,complete,chebyshev,1,,,,2.56
CC General,4,complete,minkowski,1,,,,4.96
CC General,4,complete,mahalanobis,4794,0.34,75478.83,0.19,9.68
CC General,4,single,euclidean,1,,,,0.36
CC General,4,single,manhattan,1,,,,0.29
CC General,4,single,cosine,18,-0.45,0.3,2.7,1.59
CC General,4,single,chebyshev,1,,,,1.69
CC General,4,single,minkowski,1,,,,3.15
CC General,4,single,mahalanobis,4070,0.18,447.41,0.22,6.79
