Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,average,euclidean,1,,,,1.38
CC General,2,average,manhattan,1,,,,1.34
CC General,2,average,cosine,17,0.29,7101.3,1.7,1.98
CC General,2,average,chebyshev,1,,,,2.11
CC General,2,average,minkowski,1,,,,4.24
CC General,2,average,mahalanobis,1547,0.45,63602.32,0.43,7.63
COVID-19,2,average,euclidean,3,0.65,485.78,0.47,0.0
COVID-19,2,average,manhattan,3,0.65,485.78,0.47,0.0
COVID-19,2,average,cosine,14,0.51,790.21,0.65,0.0
COVID-19,2,average,chebyshev,2,0.44,128.2,0.68,0.0
COVID-19,2,average,minkowski,3,0.65,485.78,0.47,0.01
COVID-19,2,average,mahalanobis,139,0.33,21449.76,0.2,0.05
Credit Card,2,average,euclidean,1,,,,0.01
Credit Card,2,average,manhattan,1,,,,0.01
Credit Card,2,average,cosine,9,0.61,2017.29,0.64,0.01
Credit Card,2,average,chebyshev,1,,,,0.01
Credit Card,2,average,minkowski,1,,,,0.03
Credit Card,2,average,mahalanobis,145,0.49,60468.94,0.34,0.07
Mall Customer,2,average,euclidean,2,0.68,210.4,0.35,0.0
Mall Customer,2,average,manhattan,3,0.84,1079.17,0.25,0.0
Mall Customer,2,average,cosine,8,0.72,306.31,0.4,0.0
Mall Customer,2,average,chebyshev,2,0.68,210.4,0.35,0.0
Mall Customer,2,average,minkowski,2,0.68,210.4,0.35,0.01
Mall Customer,2,average,mahalanobis,41,0.76,135015.53,0.29,0.03
Sales Transactions,2,average,euclidean,1,,,,0.01
Sales Transactions,2,average,manhattan,1,,,,0.01
Sales Transactions,2,average,cosine,16,0.48,3307.16,0.67,0.02
Sales Transactions,2,average,chebyshev,1,,,,0.02
Sales Transactions,2,average,minkowski,1,,,,0.04
Sales Transactions,2,average,mahalanobis,353,0.39,24165.76,0.31,0.12
Wholesale,2,average,euclidean,1,,,,0.0
Wholesale,2,average,manhattan,1,,,,0.0
Wholesale,2,average,cosine,19,0.34,526.94,1.09,0.01
Wholesale,2,average,chebyshev,1,,,,0.01
Wholesale,2,average,minkowski,1,,,,0.01
Wholesale,2,average,mahalanobis,310,0.24,14412.09,0.18,0.07
