Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,3,single,euclidean,1,,,,0.34
CC General,3,single,manhattan,1,,,,0.28
CC General,3,single,cosine,2,-0.25,0.27,4.42,1.59
CC General,3,single,chebyshev,1,,,,1.59
CC General,3,single,minkowski,1,,,,3.03
CC General,3,single,mahalanobis,2900,0.05,618.31,0.28,6.25
COVID-19,3,single,euclidean,1,,,,0.0
COVID-19,3,single,manhattan,1,,,,0.0
COVID-19,3,single,cosine,14,-0.03,25.74,0.96,0.0
COVID-19,3,single,chebyshev,1,,,,0.0
COVID-19,3,single,minkowski,1,,,,0.01
COVID-19,3,single,mahalanobis,199,0.13,10824.31,0.06,0.04
Credit Card,3,single,euclidean,1,,,,0.0
Credit Card,3,single,manhattan,1,,,,0.0
Credit Card,3,single,cosine,4,0.79,2977.55,0.32,0.01
Credit Card,3,single,chebyshev,1,,,,0.01
Credit Card,3,single,minkowski,1,,,,0.02
Credit Card,3,single,mahalanobis,214,0.26,1967.16,0.29,0.07
Mall Customer,3,single,euclidean,1,,,,0.0
Mall Customer,3,single,manhattan,1,,,,0.0
Mall Customer,3,single,cosine,5,0.56,435.97,0.44,0.0
Mall Customer,3,single,chebyshev,1,,,,0.0
Mall Customer,3,single,minkowski,1,,,,0.0
Mall Customer,3,single,mahalanobis,59,0.54,1376.21,0.23,0.02
Sales Transactions,3,single,euclidean,1,,,,0.0
Sales Transactions,3,single,manhattan,1,,,,0.0
Sales Transactions,3,single,cosine,2,-0.22,0.2,2.14,0.02
Sales Transactions,3,single,chebyshev,1,,,,0.01
Sales Transactions,3,single,minkowski,1,,,,0.03
Sales Transactions,3,single,mahalanobis,645,0.15,5071.02,0.12,0.15
Wholesale,3,single,euclidean,1,,,,0.0
Wholesale,3,single,manhattan,1,,,,0.0
Wholesale,3,single,cosine,9,-0.44,0.38,2.0,0.01
Wholesale,3,single,chebyshev,1,,,,0.0
Wholesale,3,single,minkowski,1,,,,0.01
Wholesale,3,single,mahalanobis,395,0.1,10861.36,0.07,0.08
