Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,average,euclidean,1,,,,1.36
CC General,3,average,euclidean,1,,,,1.47
CC General,4,average,euclidean,1,,,,1.56
COVID-19,2,average,euclidean,4,0.68,888.07,0.47,0.0
COVID-19,3,average,euclidean,7,0.52,362.9,0.65,0.0
COVID-19,4,average,euclidean,9,0.46,221.68,0.76,0.0
Credit Card,2,average,euclidean,1,,,,0.01
Credit Card,3,average,euclidean,2,0.58,336.75,0.39,0.01
Credit Card,4,average,euclidean,2,0.49,224.48,0.47,0.02
Mall Customer,2,average,euclidean,3,0.79,853.59,0.31,0.0
Mall Customer,3,average,euclidean,5,0.73,685.4,0.34,0.0
Mall Customer,4,average,euclidean,8,0.66,561.88,0.34,0.0
Sales Transactions,2,average,euclidean,1,,,,0.01
Sales Transactions,3,average,euclidean,1,,,,0.01
Sales Transactions,4,average,euclidean,1,,,,0.01
Wholesale,2,average,euclidean,1,,,,0.0
Wholesale,3,average,euclidean,2,0.38,154.91,0.72,0.01
Wholesale,4,average,euclidean,4,0.36,189.23,0.81,0.01
