Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,average,manhattan,1,,,,1.34
CC General,3,average,manhattan,1,,,,1.43
CC General,4,average,manhattan,1,,,,1.51
COVID-19,2,average,manhattan,4,0.68,849.85,0.48,0.0
COVID-19,3,average,manhattan,12,0.51,331.37,0.63,0.0
COVID-19,4,average,manhattan,26,0.47,252.72,0.6,0.01
Credit Card,2,average,manhattan,1,,,,0.01
Credit Card,3,average,manhattan,2,0.58,336.75,0.39,0.01
Credit Card,4,average,manhattan,3,0.47,314.83,1.03,0.01
Mall Customer,2,average,manhattan,3,0.79,853.59,0.31,0.0
Mall Customer,3,average,manhattan,5,0.73,685.4,0.34,0.0
Mall Customer,4,average,manhattan,10,0.7,1043.05,0.35,0.0
Sales Transactions,2,average,manhattan,1,,,,0.01
Sales Transactions,3,average,manhattan,1,,,,0.01
Sales Transactions,4,average,manhattan,3,0.35,288.37,1.25,0.02
Wholesale,2,average,manhattan,2,0.46,325.96,0.83,0.01
Wholesale,3,average,manhattan,5,0.46,395.78,0.63,0.01
Wholesale,4,average,manhattan,9,0.43,397.79,0.76,0.01
