Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,single,minkowski,1,,,,2.95
CC General,3,single,minkowski,1,,,,3.03
CC General,4,single,minkowski,1,,,,3.15
COVID-19,2,single,minkowski,1,,,,0.01
COVID-19,3,single,minkowski,1,,,,0.01
COVID-19,4,single,minkowski,1,,,,0.01
Credit Card,2,single,minkowski,1,,,,0.02
Credit Card,3,single,minkowski,1,,,,0.02
Credit Card,4,single,minkowski,1,,,,0.02
Mall Customer,2,single,minkowski,1,,,,0.01
Mall Customer,3,single,minkowski,1,,,,0.0
Mall Customer,4,single,minkowski,3,0.47,90.59,1.09,0.01
Sales Transactions,2,single,minkowski,1,,,,0.03
Sales Transactions,3,single,minkowski,1,,,,0.03
Sales Transactions,4,single,minkowski,1,,,,0.03
Wholesale,2,single,minkowski,1,,,,0.01
Wholesale,3,single,minkowski,1,,,,0.01
Wholesale,4,single,minkowski,1,,,,0.01
