Name,Num of Dimensions,Linkage,Distance,Num of clusters,Silhouette Score,Calinski Harabasz Score,Davies-Bouldin Index,Runtime
CC General,2,complete,cosine,33,0.21,4351.21,3.26,2.17
CC General,3,complete,cosine,197,0.27,3139.35,1.67,2.4
CC General,4,complete,cosine,411,0.32,2950.95,0.98,2.53
COVID-19,2,complete,cosine,17,0.49,1248.91,0.71,0.01
COVID-19,3,complete,cosine,53,0.43,400.06,0.59,0.01
COVID-19,4,complete,cosine,64,0.4,328.7,0.54,0.01
Credit Card,2,complete,cosine,15,0.61,2714.12,0.72,0.02
Credit Card,3,complete,cosine,28,0.55,6750.1,0.62,0.02
Credit Card,4,complete,cosine,41,0.5,3255.99,0.71,0.02
Mall Customer,2,complete,cosine,11,0.74,346.12,0.37,0.0
Mall Customer,3,complete,cosine,14,0.64,1279.0,0.35,0.01
Mall Customer,4,complete,cosine,21,0.59,1549.46,0.41,0.01
Sales Transactions,2,complete,cosine,25,0.39,3464.94,0.82,0.02
Sales Transactions,3,complete,cosine,71,0.33,961.25,0.88,0.03
Sales Transactions,4,complete,cosine,146,0.26,370.46,0.94,0.04
Wholesale,2,complete,cosine,29,0.27,470.08,1.32,0.01
Wholesale,3,complete,cosine,75,0.33,484.43,0.81,0.03
Wholesale,4,complete,cosine,91,0.38,428.95,0.66,0.02
